team,season,avg_age,avg_height,avg_weight,fg_per_game,fga_per_game,fg_pct,3p_per_game,3pa_per_game,3p_pct,2p_per_game,2pa_per_game,2p_pct,ft_per_game,fta_per_game,ft_pct,orb_per_game,drb_per_game,trb_per_game,ast_per_game,stl_per_game,blk_per_game,tov_per_game,pf_per_game,pts_per_game
DEN,1987-88,28.7,6-5,198,46.0,97.1,.474,2.3,6.9,.342,43.6,90.2,.484,22.5,27.9,.804,14.2,29.8,44.0,28.0,10.1,4.9,14.5,24.2,116.7
DEN,1986-87,28.2,6-6,196,45.7,97.0,.471,1.3,4.8,.271,44.4,92.2,.481,24.1,31.3,.769,15.8,28.9,44.7,28.3,9.2,5.1,14.8,26.6,116.7
DEN,1985-86,28.1,6-6,197,45.2,96.0,.471,0.9,3.7,.233,44.3,92.2,.480,23.5,29.5,.798,14.9,28.3,43.2,26.1,10.1,5.1,16.3,26.4,114.8
DEN,1984-85,28.3,6-6,199,47.3,97.3,.486,0.9,2.9,.311,46.4,94.4,.491,24.6,31.3,.785,16.2,28.1,44.3,27.6,10.9,5.2,16.9,26.2,120.0
DEN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEN,1983-84,27.0,6-6,204,48.0,97.4,.493,0.9,3.1,.302,47.0,94.2,.499,26.8,32.8,.818,13.8,29.8,43.6,30.3,8.7,4.3,16.4,27.8,123.7
DEN,1982-83,27.2,6-6,202,48.2,97.5,.494,0.3,1.5,.190,47.9,96.0,.499,26.6,32.9,.808,14.8,30.8,45.6,28.5,9.6,4.3,18.2,25.5,123.2
DEN,1981-82,27.0,6-5,201,48.5,93.4,.520,0.5,1.8,.268,48.0,91.5,.525,28.9,36.3,.796,14.0,29.8,43.8,27.7,8.1,4.5,17.9,26.0,126.5
DEN,1980-81,26.8,6-5,204,46.1,97.1,.475,0.4,1.8,.207,45.8,95.3,.480,29.1,37.2,.783,16.2,30.5,46.6,24.8,8.8,4.6,17.6,25.7,121.8
DEN,1979-80,27.1,6-6,203,42.2,91.1,.463,1.0,3.1,.325,41.2,88.0,.468,22.8,31.0,.737,16.0,30.8,46.8,25.4,9.1,4.9,18.7,23.4,108.3
DEN,1978-79,26.2,6-6,205,42.9,89.2,.481,,,,42.9,89.2,.481,25.0,34.6,.720,15.9,31.7,47.6,26.4,8.2,5.1,20.3,25.7,110.7
DEN,1977-78,25.2,6-6,201,43.3,90.7,.477,,,,43.3,90.7,.477,25.2,33.0,.765,14.4,33.4,47.7,26.7,10.0,5.1,21.3,25.8,111.8
DEN,1976-77,27.3,6-5,203,43.8,91.1,.481,,,,43.8,91.1,.481,25.0,33.9,.738,15.7,32.9,48.6,27.6,11.6,5.7,24.5,26.1,112.6
DEN,1975-76,25.4,6-5,203,48.3,95.7,.505,0.5,2.1,.230,47.8,93.5,.511,24.7,31.8,.779,15.6,33.0,48.7,29.1,10.6,6.4,20.9,23.7,121.9
DEN,1974-75,25.2,6-6,199,47.1,92.4,.509,0.3,1.2,.216,46.8,91.2,.513,24.3,30.3,.802,15.3,30.1,45.4,29.2,11.6,6.0,21.7,24.6,118.7
DEN,1973-74,25.5,6-6,207,42.3,95.7,.442,1.3,3.9,.329,41.0,91.9,.447,21.1,27.0,.782,17.3,32.1,49.4,23.9,7.1,4.9,17.6,24.8,107.0
DEN,1972-73,24.8,6-6,207,40.9,89.3,.458,0.9,3.6,.246,40.0,85.7,.467,26.8,35.6,.753,17.3,31.8,49.1,23.0,,,19.0,26.6,109.4
DEN,1971-72,25.6,6-5,199,44.1,98.2,.449,0.5,2.1,.230,43.6,96.1,.454,23.3,31.0,.751,19.4,34.0,53.3,23.8,,,17.3,27.8,111.9
DEN,1970-71,25.0,6-6,203,45.9,104.5,.439,1.2,4.8,.258,44.6,99.8,.447,25.7,33.8,.760,20.9,36.8,57.7,19.5,,,19.7,23.8,118.6
DEN,1969-70,24.6,6-5,204,44.6,99.8,.447,2.2,8.1,.275,42.3,91.6,.462,24.1,32.3,.746,19.3,38.4,57.7,19.3,,,16.7,24.6,115.4
DEN,1968-69,25.6,6-5,203,43.9,96.8,.454,1.0,4.0,.252,42.9,92.8,.462,26.0,35.5,.732,17.6,35.1,52.8,15.9,,,17.1,26.9,114.9
DEN,1967-68,24.3,6-5,204,40.0,93.2,.429,0.3,1.9,.168,39.7,91.3,.434,25.4,34.9,.727,,,52.8,13.4,,,16.6,25.5,105.7
DET,2023-24,23.8,6-6,218,40.9,88.2,.463,11.0,31.7,.348,29.8,56.5,.528,17.0,21.7,.785,10.5,32.8,43.3,25.5,6.5,4.7,15.2,20.6,109.9
DET,2022-23,24.1,6-6,218,39.6,87.1,.454,11.4,32.4,.351,28.2,54.6,.516,19.8,25.7,.771,11.2,31.3,42.4,23.0,7.0,3.8,15.1,22.1,110.3
DET,2021-22,23.6,6-6,215,38.2,88.6,.431,11.3,34.6,.326,26.9,54.0,.498,17.2,22.0,.782,11.0,32.0,43.0,23.5,7.7,4.8,14.2,21.9,104.8
DET,2020-21,24.5,6-6,217,38.7,85.6,.452,11.6,32.9,.351,27.1,52.7,.515,17.8,23.4,.759,9.6,33.1,42.7,24.2,7.4,5.2,14.9,20.5,106.6
DET,2019-20,25.9,6-6,218,39.3,85.7,.459,12.0,32.7,.367,27.3,53.0,.515,16.6,22.4,.743,9.8,32.0,41.7,24.1,7.4,4.5,15.3,19.7,107.2
DET,2018-19,26.9,6-5,225,38.8,88.3,.440,12.1,34.8,.348,26.7,53.5,.500,17.3,23.1,.747,11.4,33.6,45.0,22.5,6.9,4.0,13.8,22.1,107.0
DET,2017-18,25.9,6-6,224,39.1,86.9,.450,10.8,28.9,.373,28.3,58.0,.488,14.7,19.8,.745,10.1,33.6,43.7,22.8,7.7,3.9,13.5,18.4,103.8
DET,2016-17,25.4,6-7,229,39.9,88.8,.449,7.7,23.4,.330,32.2,65.5,.492,13.9,19.3,.719,11.1,34.6,45.7,21.1,7.0,3.8,11.9,17.9,101.3
DET,2015-16,25.0,6-7,230,37.9,86.4,.439,9.0,26.2,.345,28.9,60.2,.480,17.1,25.5,.668,12.5,33.9,46.3,19.4,7.0,3.7,13.5,19.0,102.0
DET,2014-15,25.9,6-6,222,37.1,85.8,.432,8.6,24.9,.344,28.5,60.9,.468,15.8,22.4,.703,12.8,32.1,44.9,21.6,7.6,4.7,13.4,19.0,98.5
DET,2013-14,24.7,6-6,222,38.8,86.9,.447,6.2,19.3,.321,32.6,67.6,.483,17.3,25.7,.670,14.6,30.8,45.4,20.9,8.4,4.8,14.5,20.3,101.0
DET,2012-13,25.3,6-7,225,36.3,81.0,.449,6.3,17.6,.356,30.1,63.4,.474,15.9,22.8,.699,12.1,30.0,42.1,21.2,7.0,4.9,15.1,19.8,94.9
DET,2011-12,26.3,6-6,220,34.7,79.3,.438,4.8,13.9,.346,29.9,65.4,.457,16.6,22.1,.752,11.7,28.5,40.3,18.7,7.0,4.2,15.7,19.6,90.9
DET,2010-11,27.2,6-7,217,37.3,81.1,.460,5.8,15.3,.376,31.5,65.7,.479,16.7,22.6,.737,11.4,27.3,38.6,21.1,7.3,4.0,13.0,19.9,97.0
DET,2009-10,26.7,6-7,218,35.9,80.5,.445,4.6,14.5,.314,31.3,66.0,.474,17.7,24.4,.728,12.8,27.3,40.2,19.4,7.3,3.8,13.4,22.2,94.0
DET,2008-09,28.2,6-6,212,36.4,80.0,.454,4.6,13.2,.349,31.8,66.8,.475,16.9,22.5,.751,11.6,29.9,41.4,20.6,6.0,4.6,11.9,20.9,94.2
DET,2007-08,28.3,6-7,214,36.6,79.9,.458,5.9,16.2,.366,30.6,63.7,.481,18.4,24.0,.767,11.9,29.5,41.4,22.3,7.1,5.8,11.7,20.6,97.5
DET,2006-07,29.0,6-7,213,35.9,79.1,.454,5.5,15.9,.344,30.4,63.2,.481,18.8,24.2,.774,11.6,29.0,40.5,21.6,7.1,5.8,12.2,20.4,96.0
DET,2005-06,28.5,6-7,214,36.4,80.0,.455,6.8,17.7,.384,29.6,62.3,.475,17.3,23.8,.727,11.9,28.6,40.5,24.0,7.1,6.0,11.4,18.5,96.8
DET,2004-05,27.9,6-7,211,34.8,78.3,.444,4.4,12.8,.345,30.3,65.5,.463,19.4,26.2,.739,12.9,30.6,43.4,21.8,7.0,6.1,13.8,20.0,93.3
DET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DET,2003-04,27.4,6-6,214,33.5,77.0,.435,4.1,11.8,.344,29.4,65.2,.452,19.0,25.3,.753,12.4,30.4,42.8,20.8,8.0,7.0,15.1,20.3,90.1
DET,2002-03,29.0,6-6,215,32.9,76.5,.430,6.5,18.1,.358,26.4,58.4,.452,19.0,24.6,.771,10.8,29.8,40.6,19.8,6.8,5.7,13.5,21.3,91.4
DET,2001-02,29.5,6-6,214,34.7,76.8,.452,6.9,18.4,.376,27.8,58.4,.475,18.0,23.8,.756,9.9,28.9,38.7,21.5,7.9,6.9,14.5,20.7,94.3
DET,2000-01,27.1,6-6,213,35.6,83.9,.424,4.7,13.6,.350,30.9,70.3,.439,19.6,27.2,.721,13.5,32.0,45.5,19.9,7.5,5.5,15.9,23.8,95.6
DET,1999-00,28.3,6-6,213,37.1,80.9,.459,5.4,14.9,.359,31.8,66.0,.481,23.9,30.6,.781,11.2,30.0,41.2,20.8,8.1,3.3,15.7,24.5,103.5
DET,1998-99,27.7,6-6,215,33.2,74.3,.447,5.0,13.6,.365,28.2,60.7,.465,19.0,25.7,.740,12.1,28.2,40.3,20.2,8.9,4.2,15.8,22.8,90.4
DET,1997-98,27.2,6-6,213,34.9,77.7,.449,3.6,11.4,.312,31.3,66.3,.473,20.8,27.9,.745,12.7,28.5,41.2,19.5,8.3,4.2,14.6,22.0,94.2
DET,1996-97,28.2,6-6,210,34.5,74.3,.464,7.1,18.3,.388,27.4,56.0,.488,18.1,24.3,.745,10.5,28.0,38.4,19.0,7.7,3.5,12.7,20.1,94.2
DET,1995-96,26.8,6-6,212,34.3,74.7,.459,6.6,16.5,.404,27.6,58.2,.475,20.2,26.9,.751,10.8,29.8,40.5,19.6,6.2,4.3,14.8,23.8,95.4
DET,1994-95,26.9,6-6,215,37.3,80.9,.461,6.0,17.0,.354,31.3,63.9,.490,17.5,23.7,.741,11.7,26.9,38.6,22.8,8.6,5.1,16.1,26.2,98.2
DET,1993-94,27.5,6-6,206,38.6,85.6,.452,4.4,12.7,.344,34.3,72.9,.470,15.3,20.9,.731,12.5,28.3,40.8,21.5,7.3,3.8,15.1,23.6,96.9
DET,1992-93,29.9,6-6,208,39.8,87.9,.453,3.6,11.1,.322,36.3,76.9,.472,17.4,23.9,.729,15.8,28.2,44.0,23.7,7.1,3.0,14.0,21.3,100.6
DET,1991-92,30.1,6-6,208,38.9,83.7,.465,2.0,6.4,.314,36.9,77.3,.477,19.1,25.7,.743,14.8,29.5,44.3,23.2,6.7,4.4,14.8,20.1,98.9
DET,1990-91,30.5,6-6,213,39.0,83.8,.465,1.6,5.4,.298,37.4,78.5,.476,20.6,27.0,.763,14.7,29.9,44.6,22.3,5.9,4.5,14.4,22.8,100.1
DET,1989-90,29.5,6-6,212,40.6,85.1,.478,2.2,6.6,.327,38.5,78.5,.490,20.9,27.5,.761,14.5,30.0,44.4,24.3,6.2,5.1,15.0,23.9,104.3
DET,1988-89,28.6,6-6,212,41.4,83.9,.494,1.5,4.9,.300,39.9,79.0,.505,22.3,29.0,.769,14.1,31.0,45.1,24.7,6.4,5.0,16.3,23.6,106.6
DET,1987-88,27.4,6-6,212,42.2,85.6,.493,0.7,2.5,.287,41.5,83.1,.499,24.1,31.9,.757,14.4,30.3,44.7,24.5,7.2,4.8,16.4,23.9,109.2
DET,1986-87,26.7,6-6,211,43.2,88.3,.490,0.5,2.1,.231,42.7,86.2,.496,24.3,31.7,.765,15.2,32.3,47.5,24.6,7.8,5.3,17.3,25.3,111.2
DET,1985-86,26.5,6-6,213,45.8,94.5,.484,0.7,2.2,.302,45.1,92.3,.489,22.0,28.0,.783,15.6,30.0,45.6,28.3,9.0,4.1,16.4,25.6,114.2
DET,1984-85,26.9,6-6,211,46.8,97.5,.480,0.5,2.4,.226,46.3,95.1,.487,21.7,27.6,.788,17.1,30.9,48.0,28.1,8.4,4.8,16.4,25.3,116.0
DET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DET,1983-84,25.4,6-6,211,46.3,96.5,.480,0.4,1.7,.227,45.9,94.7,.485,24.1,31.1,.775,17.4,29.7,47.1,27.5,8.5,5.1,16.0,26.5,117.1
DET,1982-83,24.6,6-6,211,44.2,92.7,.477,0.9,3.3,.265,43.3,89.4,.484,23.4,31.6,.742,16.0,30.2,46.2,25.7,8.3,7.0,19.0,25.9,112.7
DET,1981-82,24.4,6-6,211,43.4,90.1,.482,0.6,2.6,.244,42.8,87.5,.489,23.6,31.5,.751,15.8,28.6,44.4,24.7,9.0,6.9,19.9,26.3,111.1
DET,1980-81,24.3,6-6,207,39.5,85.2,.463,0.2,1.0,.155,39.3,84.2,.467,20.6,28.4,.725,14.6,25.7,40.4,22.2,10.8,6.0,21.5,25.9,99.7
DET,1979-80,24.7,6-6,205,44.4,92.6,.480,0.7,2.7,.260,43.7,90.0,.486,19.4,26.2,.740,15.0,29.5,44.4,23.8,9.5,6.9,21.2,25.2,108.9
DET,1978-79,25.4,6-6,206,45.2,95.1,.475,,,,45.2,95.1,.475,19.6,27.3,.717,15.9,29.0,44.9,25.5,10.3,6.7,19.5,26.1,110.0
DET,1977-78,25.9,6-6,209,43.3,90.5,.478,,,,43.3,90.5,.478,22.3,30.4,.736,15.0,31.7,46.7,22.4,10.6,4.0,22.7,24.1,109.0
DET,1976-77,25.8,6-6,207,45.9,95.0,.483,,,,45.9,95.0,.483,17.6,23.9,.736,14.3,30.4,44.7,24.4,10.7,5.6,21.0,26.8,109.4
DET,1975-76,25.8,6-5,207,43.0,92.7,.464,,,,43.0,92.7,.464,19.0,25.0,.760,14.7,31.0,45.7,21.4,9.6,4.0,19.7,25.4,104.9
DET,1974-75,26.6,6-6,209,40.1,86.0,.466,,,,40.1,86.0,.466,18.7,24.1,.776,12.2,30.7,42.9,23.4,8.3,4.6,19.0,22.8,98.9
DET,1973-74,26.2,6-6,209,42.1,91.6,.459,,,,42.1,91.6,.459,20.2,26.4,.764,14.6,32.7,47.3,23.9,9.7,5.1,21.5,23.5,104.4
DET,1972-73,25.4,6-5,209,44.7,96.5,.463,,,,44.7,96.5,.463,20.9,28.0,.745,,,50.1,23.0,,,21.2,22.1,110.3
DET,1971-72,26.2,6-5,209,42.5,93.5,.454,,,,42.5,93.5,.454,24.2,32.4,.747,,,48.4,20.6,,,22.5,23.8,109.1
DET,1970-71,25.8,6-5,204,42.3,94.3,.449,,,,42.3,94.3,.449,25.5,34.2,.745,,,47.8,20.7,,,20.0,24.0,110.1
DET,1969-70,26.2,6-5,203,43.5,93.4,.466,,,,43.5,93.4,.466,25.8,35.1,.734,,,46.7,20.8,,,,23.5,112.8
DET,1968-69,26.2,6-5,204,44.0,97.5,.451,,,,44.0,97.5,.451,26.1,36.9,.708,,,54.5,21.4,,,,25.7,114.1
DET,1967-68,26.0,6-5,207,45.8,102.3,.448,,,,45.8,102.3,.448,27.0,38.2,.708,,,66.5,20.7,,,,27.3,118.6
DET,1966-67,25.2,6-6,209,43.5,105.5,.412,,,,43.5,105.5,.412,24.3,33.6,.723,,,68.0,18.1,,,,27.1,111.3
DET,1965-66,25.0,6-5,210,43.4,106.3,.409,,,,43.4,106.3,.409,23.5,34.2,.687,,,67.8,19.6,,,,25.2,110.3
DET,1964-65,24.4,6-6,210,43.3,103.7,.418,,,,43.3,103.7,.418,21.8,31.7,.689,,,67.4,20.1,,,,25.7,108.5
DET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DET,1963-64,25.5,6-6,208,41.8,99.3,.421,,,,41.8,99.3,.421,24.1,33.6,.718,,,64.3,20.4,,,,27.9,107.8
DET,1962-63,24.9,6-6,209,44.2,102.4,.432,,,,44.2,102.4,.432,25.6,35.7,.717,,,66.4,21.6,,,,27.3,113.9
DET,1961-62,26.0,6-5,201,43.4,104.6,.415,,,,43.4,104.6,.415,28.6,39.3,.729,,,72.8,21.5,,,,25.5,115.4
DET,1960-61,25.8,6-5,200,44.1,105.8,.417,,,,44.1,105.8,.417,30.5,41.0,.743,,,73.6,23.6,,,,27.3,118.6
DET,1959-60,27.1,6-5,196,41.9,105.6,.397,,,,41.9,105.6,.397,27.7,38.0,.729,,,73.2,19.6,,,,26.4,111.6
DET,1958-59,27.5,6-5,195,39.0,101.5,.385,,,,39.0,101.5,.385,27.0,36.5,.740,,,67.5,18.3,,,,26.1,105.1
DET,1957-58,28.4,6-5,197,38.1,101.3,.376,,,,38.1,101.3,.376,29.1,38.5,.755,,,71.8,17.6,,,,25.1,105.3
DET,1956-57,26.6,6-5,194,35.2,91.8,.383,,,,35.2,91.8,.383,26.0,34.9,.747,,,59.6,19.4,,,,22.8,96.4
DET,1955-56,27.1,6-5,199,33.3,85.8,.388,,,,33.3,85.8,.388,27.8,37.9,.734,,,55.2,24.3,,,,24.8,94.4
DET,1954-55,27.4,6-4,194,32.4,83.1,.390,,,,32.4,83.1,.390,27.6,37.6,.733,,,53.1,24.1,,,,24.3,92.4
DET,1953-54,26.7,6-4,196,27.1,72.0,.376,,,,27.1,72.0,.376,23.5,32.2,.730,,,52.6,20.5,,,,23.2,77.7
DET,1952-53,26.0,6-5,202,27.2,75.8,.359,,,,27.2,75.8,.359,26.7,36.1,.738,,,51.4,20.8,,,,30.7,81.0
DET,1951-52,26.5,6-4,198,26.8,76.0,.353,,,,26.8,76.0,.353,24.4,33.2,.733,,,54.8,21.3,,,,26.5,78.0
DET,1950-51,,,,29.4,87.2,.338,,,,29.4,87.2,.338,25.3,35.1,.720,,,54.8,16.8,,,,28.8,84.1
DET,1949-50,,,,27.6,86.8,.318,,,,27.6,86.8,.318,24.0,34.3,.701,,,,20.1,,,,30.4,79.3
DET,1948-49,,,,25.6,89.5,.286,,,,25.6,89.5,.286,23.1,33.0,.700,,,,18.0,,,,28.7,74.3
GSW,2023-24,28.4,6-5,207,43.7,91.6,.477,14.8,38.9,.380,28.9,52.7,.548,15.6,20.0,.780,12.1,34.6,46.7,29.3,7.0,4.6,14.3,19.5,117.8
GSW,2022-23,27.3,6-5,209,43.1,90.2,.479,16.6,43.2,.385,26.5,47.0,.564,16.0,20.2,.794,10.5,34.1,44.6,29.8,7.2,3.9,16.3,21.4,118.9
GSW,2021-22,27.6,6-5,205,40.5,86.4,.469,14.3,39.4,.364,26.2,47.0,.557,15.6,20.3,.769,9.8,35.7,45.5,27.1,8.8,4.5,14.9,21.0,111.0
GSW,2020-21,26.7,6-5,207,41.3,88.2,.468,14.6,38.7,.376,26.7,49.4,.541,16.6,21.1,.785,8.0,35.1,43.0,27.7,8.2,4.8,15.0,21.2,113.7
GSW,2019-20,24.4,6-6,219,38.6,88.2,.438,10.4,31.3,.334,28.2,56.9,.495,18.7,23.2,.803,10.0,32.9,42.8,25.6,8.2,4.6,14.9,20.1,106.3
GSW,2018-19,28.4,6-6,218,44.0,89.8,.491,13.3,34.4,.385,30.8,55.3,.557,16.3,20.4,.801,9.7,36.5,46.2,29.4,7.6,6.4,14.3,21.4,117.7
GSW,2017-18,28.8,6-7,221,42.8,85.1,.503,11.3,28.9,.391,31.5,56.2,.560,16.6,20.3,.815,8.4,35.1,43.5,29.3,8.0,7.5,15.5,19.6,113.5
GSW,2016-17,28.2,6-7,219,43.1,87.1,.495,12.0,31.2,.383,31.1,55.8,.557,17.8,22.6,.788,9.4,35.0,44.4,30.4,9.6,6.8,14.8,19.3,115.9
GSW,2015-16,27.4,6-6,213,42.5,87.3,.487,13.1,31.6,.416,29.4,55.7,.528,16.7,21.8,.763,10.0,36.2,46.2,28.9,8.4,6.1,15.2,20.7,114.9
GSW,2014-15,26.6,6-7,212,41.6,87.0,.478,10.8,27.0,.398,30.8,60.0,.514,16.0,20.8,.768,10.4,34.3,44.7,27.4,9.3,6.0,14.5,19.9,110.0
GSW,2013-14,26.3,6-7,215,39.5,85.4,.462,9.4,24.8,.380,30.0,60.6,.496,15.9,21.1,.753,10.9,34.4,45.3,23.3,7.8,5.0,15.2,21.8,104.3
GSW,2012-13,25.3,6-7,220,38.2,83.4,.458,8.0,19.9,.403,30.1,63.5,.475,16.8,21.3,.790,10.8,34.2,45.0,22.5,6.9,4.2,15.1,21.4,101.2
GSW,2011-12,25.3,6-6,215,37.7,82.5,.457,7.9,20.5,.388,29.8,62.0,.480,14.4,18.7,.770,9.7,29.5,39.2,22.3,8.0,5.5,13.9,21.4,97.8
GSW,2010-11,25.2,6-6,210,39.6,85.9,.461,8.4,21.3,.392,31.3,64.6,.484,15.7,20.7,.761,11.6,28.9,40.5,22.5,9.0,5.0,14.6,22.0,103.4
GSW,2009-10,25.1,6-5,208,40.6,86.5,.469,7.7,20.6,.375,32.9,65.9,.499,19.9,25.4,.782,9.2,29.2,38.4,22.4,9.3,4.1,14.7,23.0,108.8
GSW,2008-09,25.0,6-6,211,39.4,86.0,.458,6.7,18.0,.373,32.7,68.0,.480,23.1,29.2,.791,11.6,30.4,42.0,20.9,7.8,6.4,14.6,22.5,108.6
GSW,2007-08,25.5,6-6,214,41.5,90.3,.459,9.3,26.6,.348,32.2,63.7,.506,18.8,24.9,.752,12.7,30.4,43.2,22.4,9.1,4.6,13.2,22.9,111.0
GSW,2006-07,24.6,6-6,217,39.8,86.0,.463,8.5,24.0,.356,31.2,62.0,.504,18.5,25.8,.717,11.5,30.0,41.4,23.8,9.1,5.7,16.0,23.6,106.5
GSW,2005-06,25.6,6-6,222,35.8,82.7,.433,7.6,22.3,.341,28.2,60.4,.467,19.2,26.7,.718,12.0,30.3,42.3,20.7,7.4,4.4,14.1,23.7,98.5
GSW,2004-05,26.7,6-6,220,36.9,85.8,.430,7.6,21.6,.352,29.3,64.2,.457,17.2,23.8,.722,13.0,29.7,42.7,22.1,7.8,5.1,13.6,22.4,98.7
GSW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GSW,2003-04,28.1,6-6,220,35.1,79.4,.442,5.2,15.6,.334,29.8,63.8,.468,17.9,24.7,.725,12.2,30.9,43.1,20.5,7.0,4.7,14.8,20.6,93.3
GSW,2002-03,24.4,6-6,220,37.3,84.6,.441,5.2,15.1,.344,32.1,69.6,.462,22.6,29.0,.778,15.7,31.0,46.7,20.9,7.2,6.2,15.8,21.8,102.4
GSW,2001-02,24.8,6-7,224,36.6,85.2,.429,3.9,12.1,.322,32.7,73.1,.447,20.6,28.6,.722,16.3,30.4,46.7,20.8,7.9,6.4,16.8,23.0,97.7
GSW,2000-01,26.6,6-6,216,35.8,87.5,.409,3.4,11.8,.293,32.4,75.7,.427,17.4,24.7,.706,16.4,29.1,45.5,21.8,9.0,5.0,15.9,21.1,92.5
GSW,1999-00,26.9,6-6,215,36.5,87.1,.420,4.2,13.0,.323,32.3,74.0,.437,18.3,26.2,.697,15.9,29.7,45.6,22.6,8.9,4.3,15.9,24.9,95.5
GSW,1998-99,28.1,6-5,213,34.6,83.5,.415,3.2,11.3,.287,31.4,72.2,.435,15.9,23.5,.676,16.3,31.2,47.5,20.7,8.3,4.4,15.4,25.4,88.3
GSW,1997-98,25.9,6-6,217,34.7,83.9,.413,2.3,8.5,.272,32.4,75.5,.429,16.6,23.3,.710,15.7,30.2,45.9,20.8,7.6,5.5,16.7,22.7,88.3
GSW,1996-97,26.7,6-6,208,36.5,80.1,.456,5.9,16.6,.353,30.7,63.5,.483,20.7,26.6,.778,13.2,27.5,40.8,22.2,7.5,4.4,17.2,21.8,99.6
GSW,1995-96,27.0,6-6,205,37.3,81.7,.456,5.5,14.6,.373,31.8,67.1,.474,21.6,28.5,.759,14.3,27.9,42.2,23.0,8.6,5.7,16.4,22.4,101.6
GSW,1994-95,26.0,6-6,209,39.2,83.8,.468,6.7,19.5,.341,32.6,64.3,.507,20.6,29.2,.704,13.4,28.9,42.3,24.6,7.9,4.8,18.3,22.0,105.7
GSW,1993-94,25.0,6-5,210,42.8,87.1,.492,3.5,10.5,.339,39.3,76.7,.512,18.6,28.1,.664,14.4,29.2,43.6,26.8,9.8,6.2,17.5,21.8,107.9
GSW,1992-93,25.0,6-5,213,42.4,88.0,.482,3.6,10.4,.350,38.7,77.6,.499,21.6,30.1,.717,14.9,29.1,43.9,24.5,8.5,4.7,17.7,25.1,109.9
GSW,1991-92,25.5,6-5,210,45.9,90.6,.507,3.1,9.3,.333,42.8,81.3,.527,23.7,31.8,.746,13.9,29.0,42.8,25.2,10.4,4.6,16.5,25.0,118.7
GSW,1990-91,26.5,6-5,208,43.5,89.6,.485,3.3,9.8,.337,40.2,79.8,.504,26.4,33.7,.783,13.6,28.1,41.7,23.8,9.8,4.6,16.6,26.9,116.6
GSW,1989-90,26.0,6-6,202,42.5,87.9,.484,3.0,9.1,.324,39.6,78.8,.503,28.2,34.9,.809,11.2,29.1,40.2,24.1,9.2,6.0,17.3,24.5,116.3
GSW,1988-89,26.0,6-7,201,45.5,97.3,.468,2.4,7.7,.308,43.1,89.6,.481,23.2,29.1,.799,16.1,31.2,47.4,24.5,10.1,7.8,18.1,23.7,116.6
GSW,1987-88,25.4,6-7,205,42.2,90.3,.468,1.1,3.8,.292,41.1,86.5,.475,21.4,26.9,.796,13.9,27.5,41.4,24.5,9.0,3.5,17.0,26.3,107.0
GSW,1986-87,26.9,6-7,204,43.3,90.4,.479,1.4,4.4,.319,41.9,86.0,.487,24.0,30.8,.780,14.5,28.7,43.2,25.4,8.7,3.9,16.5,26.1,112.0
GSW,1985-86,26.8,6-6,203,44.5,92.3,.482,1.1,3.4,.313,43.5,88.9,.489,23.3,30.7,.760,15.5,28.6,44.1,24.6,9.2,4.3,17.1,24.8,113.4
GSW,1984-85,26.1,6-6,201,42.7,92.1,.463,1.4,4.8,.282,41.3,87.3,.473,23.7,30.9,.768,16.2,26.1,42.3,21.5,9.8,3.5,17.8,26.0,110.4
GSW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GSW,1983-84,25.6,6-7,199,42.9,91.9,.467,0.7,2.8,.243,42.2,89.1,.474,23.4,31.4,.743,17.0,26.5,43.4,22.4,10.1,4.2,18.5,25.7,109.9
GSW,1982-83,24.7,6-6,200,44.2,91.6,.483,0.4,1.8,.227,43.8,89.7,.488,19.8,26.8,.737,15.6,27.9,43.5,24.0,10.4,5.2,19.6,26.1,108.6
GSW,1981-82,25.1,6-6,203,44.5,89.6,.496,1.1,4.0,.280,43.4,85.7,.506,20.8,29.0,.717,15.6,29.9,45.5,22.2,8.4,4.8,17.4,27.1,110.9
GSW,1980-81,24.4,6-6,203,43.4,88.8,.489,0.7,2.6,.286,42.7,86.3,.495,22.3,30.6,.727,17.1,28.9,46.0,24.7,7.5,3.7,18.9,26.3,109.8
