,team,season,wins,losses,win_loss_pct,rank_team,srs,pace,rel_pace,off_rtg,rel_off_rtg,def_rtg,rel_def_rtg,playoffs,coaches,outcome,avg_age,avg_height,avg_weight,fg_per_game,fga_per_game,fg_pct,3p_per_game,3pa_per_game,3p_pct,2p_per_game,2pa_per_game,2p_pct,ft_per_game,fta_per_game,ft_pct,orb_per_game,drb_per_game,trb_per_game,ast_per_game,stl_per_game,blk_per_game,tov_per_game,pf_per_game,pts_per_game,avg_age_yoy,avg_height_yoy,avg_weight_yoy,fg_yoy,fga_yoy,fg_pct_yoy,3p_yoy,3pa_yoy,3p_pct_yoy,2p_yoy,2pa_yoy,2p_pct_yoy,ft_yoy,fta_yoy,ft_pct_yoy,orb_yoy,drb_yoy,trb_yoy,ast_yoy,stl_yoy,blk_yoy,tov_yoy,pf_yoy,pts_yoy,avg_age_rank,avg_height_rank,avg_weight_rank,fg_rank,fga_rank,fg_pct_rank,3p_rank,3pa_rank,3p_pct_rank,2p_rank,2pa_rank,2p_pct_rank,ft_rank,fta_rank,ft_pct_rank,orb_rank,drb_rank,trb_rank,ast_rank,stl_rank,blk_rank,tov_rank,pf_rank,pts_rank,roster_continuity,Odds,wins_ou,Likelihood,year
0,ATL,2023-01-01,36,46,0.439,3rd of 5,-2.38,100.1,1.6,117.2,1.9,119.4,4.1,Missed Playoffs,Q. Snyder,0.0,26.2,6-6,211.0,43.0,92.5,0.465,13.7,37.7,0.364,29.3,54.8,0.535,18.5,23.2,0.797,12.5,32.2,44.7,26.6,7.5,4.5,13.5,18.6,118.3,0.052000000000000005,0.001,0.005,-0.035,0.001,-0.018,0.276,0.23399999999999999,0.012,-0.134,-0.114,-0.012,0.005,0.03,-0.02,0.113,-0.028999999999999998,0.006999999999999999,0.064,0.06,-0.08,0.047,-0.012,-0.001,15.0,22.0,26.0,10.0,2.0,21.0,6.0,7.0,17.0,14.0,12.0,20.0,5.0,7.0,8.0,3.0,22.0,6.0,16.0,16.0,26.0,16.0,15.0,5.0,0.95,8000,42.5,0.0123456790123456,2023
1,ATL,2022-01-01,41,41,0.5,2nd of 5,0.32,100.7,1.6,116.6,1.8,116.3,1.5,Lost E. Conf. 1st Rnd.,N. McMillan,1.0,24.9,6-6,210.0,44.6,92.4,0.483,10.8,30.5,0.352,33.9,61.8,0.548,18.5,22.6,0.818,11.2,33.2,44.4,25.0,7.1,4.9,12.9,18.8,118.4,-0.046,-0.005,-0.005,0.076,0.046,0.013,-0.165,-0.11199999999999999,-0.022,0.184,0.147,0.017,0.019,0.011000000000000001,0.006,0.11800000000000001,-0.023,0.009000000000000001,0.016,-0.012,0.152,0.091,0.005,0.039,22.0,21.0,27.0,1.0,3.0,9.0,26.0,28.0,21.0,1.0,1.0,17.0,16.0,20.0,3.0,9.0,12.0,10.0,18.0,18.0,12.0,3.0,6.0,3.0,0.65,5000,46.5,0.0196078431372549,2022
2,ATL,2021-01-01,43,39,0.524,2nd of 5,1.55,97.7,-0.5,116.5,4.5,114.9,2.9,Lost E. Conf. 1st Rnd.,N. McMillan,1.0,26.1,6-6,211.0,41.5,88.3,0.47,12.9,34.4,0.374,28.6,53.9,0.531,18.1,22.3,0.812,10.0,33.9,44.0,24.6,7.2,4.2,11.9,18.7,113.9,0.027999999999999997,0.004,-0.005,0.017,0.012,0.002,0.036000000000000004,0.031000000000000003,0.002,0.008,0.001,0.004,-0.08,-0.08,-0.0,-0.049,-0.032,-0.036000000000000004,0.02,0.025,-0.107,-0.10400000000000001,-0.032,0.002,13.0,6.0,25.0,11.0,13.0,7.0,11.0,18.0,2.0,14.0,13.0,18.0,3.0,11.0,4.0,17.0,17.0,20.0,15.0,22.0,23.0,1.0,7.0,6.0,0.84,3500,47.5,0.0277777777777777,2021
3,ATL,2020-01-01,41,31,0.569,1st of 5,2.14,97.6,-1.6,115.7,3.4,113.3,1.0,Lost E. Conf. Finals,L. Pierce,3.0,25.4,6-6,212.0,40.8,87.2,0.468,12.4,33.4,0.373,28.4,53.9,0.526,19.7,24.2,0.812,10.6,35.1,45.6,24.1,7.0,4.8,13.2,19.3,113.7,0.054000000000000006,-0.005,-0.005,0.004,-0.037000000000000005,0.019,0.035,-0.075,0.039,-0.009000000000000001,-0.011000000000000001,0.001,0.066,0.037000000000000005,0.022,0.07,0.05,0.055,0.006999999999999999,-0.105,-0.067,-0.18300000000000002,-0.163,0.017,22.0,12.0,26.0,19.0,23.0,17.0,17.0,19.0,12.0,15.0,15.0,19.0,2.0,4.0,5.0,7.0,10.0,5.0,19.0,24.0,17.0,9.0,18.0,13.0,0.48,10000,34.5,0.0099009900990099,2020
4,ATL,2019-01-01,20,47,0.299,5th of 5,-7.71,103.0,2.7,107.2,-3.4,114.8,4.2,Missed Playoffs,L. Pierce,0.0,24.1,6-6,213.0,40.6,90.6,0.449,12.0,36.1,0.333,28.6,54.5,0.525,18.5,23.4,0.79,9.9,33.4,43.3,24.0,7.8,5.1,16.2,23.1,111.8,-0.04,0.004,0.0,-0.018000000000000002,-0.013000000000000001,-0.002,-0.077,-0.025,-0.018,0.01,-0.005,0.008,0.049,-0.001,0.038,-0.153,-0.031000000000000003,-0.062000000000000006,-0.073,-0.052000000000000005,-0.004,-0.049,-0.019,-0.013999999999999999,29.0,7.0,24.0,17.0,7.0,23.0,16.0,8.0,30.0,17.0,18.0,14.0,12.0,15.0,10.0,19.0,23.0,22.0,17.0,13.0,12.0,28.0,30.0,17.0,0.49,25000,33.5,0.0039840637450199,2019
5,ATL,2018-01-01,29,53,0.354,5th of 5,-6.06,103.9,3.9,108.1,-2.3,113.9,3.5,Missed Playoffs,L. Pierce,0.0,25.1,6-6,213.0,41.4,91.8,0.451,13.0,37.0,0.352,28.4,54.8,0.518,17.6,23.4,0.752,11.6,34.5,46.1,25.8,8.2,5.1,17.0,23.6,113.3,-0.012,-0.006,0.005,0.084,0.073,0.005,0.16399999999999998,0.193,-0.009,0.051,0.004,0.023,0.11199999999999999,0.16,-0.032,0.28500000000000003,0.049,0.1,0.08800000000000001,0.057999999999999996,0.204,0.095,0.203,0.09699999999999999,25.0,17.0,27.0,15.0,4.0,21.0,4.0,3.0,16.0,21.0,24.0,15.0,18.0,12.0,21.0,4.0,18.0,12.0,10.0,11.0,14.0,30.0,29.0,12.0,0.45,150000,23.5,0.0006662225183211,2018
6,ATL,2017-01-01,24,58,0.293,5th of 5,-5.3,98.3,1.0,105.0,-3.6,110.6,2.0,Missed Playoffs,M. Budenholzer,0.0,25.4,6-6,212.0,38.2,85.5,0.446,11.2,31.0,0.36,27.0,54.5,0.495,15.8,20.2,0.785,9.1,32.8,41.9,23.7,7.8,4.2,15.6,19.6,103.4,-0.09,0.003,-0.032,0.002,0.013999999999999999,-0.005,0.258,0.19,0.019,-0.076,-0.065,-0.006,-0.125,-0.189,0.057,-0.11800000000000001,-0.036000000000000004,-0.055,0.004,-0.051,-0.12300000000000001,-0.013999999999999999,0.077,0.002,24.0,16.0,30.0,28.0,20.0,25.0,9.0,7.0,15.0,26.0,24.0,22.0,22.0,23.0,7.0,22.0,23.0,25.0,8.0,12.0,23.0,27.0,14.0,25.0,0.51,200000,25.5,0.0004997501249375,2017
7,ATL,2016-01-01,43,39,0.524,2nd of 5,-1.23,97.4,1.0,104.9,-3.9,105.7,-3.1,Lost E. Conf. 1st Rnd.,M. Budenholzer,1.0,27.9,6-6,219.0,38.1,84.4,0.451,8.9,26.1,0.341,29.2,58.3,0.501,18.1,24.9,0.728,10.3,34.1,44.3,23.6,8.2,4.8,15.8,18.2,103.2,-0.011000000000000001,0.003,0.009000000000000001,-0.013999999999999999,-0.001,-0.006,-0.106,-0.081,-0.009,0.017,0.04,-0.011,0.158,0.245,-0.055,0.24,0.008,0.053,-0.077,-0.1,-0.18300000000000002,0.055,-0.05,0.003,6.0,21.0,14.0,23.0,22.0,18.0,20.0,16.0,23.0,18.0,17.0,14.0,13.0,5.0,28.0,14.0,10.0,9.0,10.0,7.0,14.0,28.0,6.0,22.0,0.68,10000,43.5,0.0099009900990099,2016
8,ATL,2015-01-01,48,34,0.585,2nd of 5,3.49,97.1,1.3,105.1,-1.3,101.4,-5.0,Lost E. Conf. Semis,M. Budenholzer,2.0,28.2,6-6,217.0,38.6,84.4,0.458,9.9,28.4,0.35,28.7,56.1,0.512,15.6,20.0,0.783,8.3,33.8,42.1,25.6,9.1,5.9,15.0,19.1,102.8,0.013999999999999999,0.0,-0.005,0.015,0.033,-0.008,-0.004,0.081,-0.03,0.022000000000000002,0.011000000000000001,0.005,-0.05,-0.055999999999999994,0.005,-0.05,0.062000000000000006,0.038,-0.005,0.004,0.27899999999999997,0.051,0.078,0.003,6.0,24.0,21.0,9.0,15.0,11.0,6.0,7.0,15.0,19.0,24.0,7.0,29.0,30.0,8.0,30.0,13.0,24.0,2.0,3.0,5.0,22.0,7.0,12.0,0.87,3600,49.5,0.027027027027027,2015
9,ATL,2014-01-01,60,22,0.732,1st of 5,4.75,93.9,0.0,108.9,3.3,103.1,-2.5,Lost E. Conf. Finals,M. Budenholzer,3.0,27.8,6-6,218.0,38.1,81.7,0.466,10.0,26.2,0.38,28.1,55.5,0.506,16.5,21.2,0.778,8.7,31.8,40.6,25.7,9.1,4.6,14.2,17.8,102.5,0.006999999999999999,0.003,-0.009000000000000001,0.02,0.002,0.008,0.065,0.017,0.017,0.004,-0.005,0.005,-0.031000000000000003,-0.026000000000000002,-0.004,0.003,0.018000000000000002,0.015,0.034,0.094,0.166,-0.067,-0.076,0.015,10.0,25.0,15.0,10.0,27.0,4.0,5.0,7.0,2.0,26.0,28.0,4.0,19.0,24.0,5.0,30.0,22.0,28.0,2.0,5.0,15.0,16.0,1.0,10.0,0.88,12500,42.5,0.0079365079365079,2014
10,ATL,2013-01-01,38,44,0.463,4th of 5,-0.88,94.6,0.7,105.9,-0.8,106.4,-0.3,Lost E. Conf. 1st Rnd.,M. Budenholzer,1.0,27.6,6-6,220.0,37.3,81.6,0.458,9.4,25.8,0.363,28.0,55.8,0.502,17.0,21.7,0.781,8.7,31.3,40.0,24.9,8.3,4.0,15.3,19.2,101.0,0.018000000000000002,-0.003,0.023,-0.006999999999999999,0.006999999999999999,-0.006,0.08800000000000001,0.113,-0.008,-0.036000000000000004,-0.036000000000000004,0.0,0.20199999999999999,0.10099999999999999,0.066,-0.059000000000000004,-0.011000000000000001,-0.022000000000000002,0.017,0.024,-0.11699999999999999,0.026000000000000002,0.071,0.031000000000000003,9.0,28.0,8.0,18.0,24.0,13.0,5.0,2.0,13.0,27.0,27.0,8.0,18.0,22.0,6.0,29.0,18.0,28.0,2.0,9.0,26.0,24.0,7.0,15.0,0.53,6600,39.5,0.0149253731343283,2013
11,ATL,2012-01-01,44,38,0.537,2nd of 5,-0.08,92.6,0.6,104.8,-1.1,104.4,-1.5,Lost E. Conf. 1st Rnd.,L. Drew,1.0,27.1,6-6,215.0,37.6,81.0,0.464,8.6,23.2,0.371,29.0,57.8,0.501,14.1,19.7,0.715,9.2,31.6,40.9,24.5,8.1,4.5,14.9,18.0,98.0,-0.028999999999999998,-0.006,0.0,0.022000000000000002,-0.0,0.01,0.155,0.15,0.001,-0.012,-0.05,0.019,-0.091,-0.059000000000000004,-0.025,-0.064,0.01,-0.008,0.091,-0.003,-0.02,0.065,0.006,0.013999999999999999,10.0,22.0,25.0,12.0,21.0,7.0,5.0,5.0,7.0,22.0,26.0,8.0,28.0,27.0,26.0,27.0,11.0,23.0,2.0,14.0,23.0,21.0,3.0,14.0,0.52,8000,42.5,0.0123456790123456,2012
12,ATL,2011-01-01,40,26,0.606,2nd of 5,2.67,90.2,-1.1,104.9,0.3,101.2,-3.4,Lost E. Conf. 1st Rnd.,L. Drew,1.0,27.9,6-7,215.0,36.8,81.0,0.454,7.5,20.2,0.37,29.3,60.9,0.482,15.5,21.0,0.74,9.9,31.3,41.2,22.4,8.1,4.6,14.0,17.8,96.6,0.018000000000000002,-0.004,-0.018000000000000002,0.016,0.034,-0.008,0.218,0.158,0.018,-0.025,-0.002,-0.012,-0.054000000000000006,-0.004,-0.039,0.063,0.043,0.048,0.021,0.34,0.10400000000000001,0.023,-0.057999999999999996,0.017,6.0,8.0,22.0,14.0,19.0,11.0,8.0,10.0,5.0,20.0,23.0,10.0,23.0,25.0,23.0,28.0,11.0,23.0,8.0,10.0,23.0,5.0,6.0,17.0,0.72,5000,34.5,0.0196078431372549,2011
13,ATL,2010-01-01,44,38,0.537,3rd of 5,-1.1,89.3,-2.8,106.1,-1.2,107.0,-0.3,Lost E. Conf. Semis,L. Drew,2.0,27.4,6-7,219.0,36.2,78.4,0.462,6.1,17.4,0.352,30.1,61.0,0.494,16.4,21.1,0.779,9.3,30.0,39.3,22.0,6.1,4.2,13.6,19.0,95.0,0.034,-0.001,0.0,-0.066,-0.055,-0.006,-0.042,-0.019,-0.008,-0.071,-0.064,-0.003,-0.073,-0.09699999999999999,0.02,-0.214,0.004,-0.057999999999999996,0.006999999999999999,-0.16,-0.174,0.141,-0.048,-0.066,8.0,7.0,13.0,23.0,25.0,12.0,17.0,16.0,18.0,21.0,23.0,12.0,29.0,29.0,6.0,29.0,20.0,28.0,12.0,29.0,28.0,9.0,1.0,26.0,0.88,4000,46.5,0.024390243902439,2010
14,ATL,2009-01-01,53,29,0.646,2nd of 5,4.44,90.1,-2.6,111.9,4.3,106.7,-0.9,Lost E. Conf. Semis,M. Woodson,2.0,26.5,6-7,219.0,38.8,82.9,0.468,6.4,17.7,0.36,32.4,65.2,0.497,17.7,23.3,0.759,11.8,29.9,41.7,21.8,7.2,5.0,12.0,19.9,101.7,0.027000000000000003,0.006,0.0,0.076,0.054000000000000006,0.01,-0.122,-0.109,-0.005,0.126,0.11,0.007,-0.055,-0.08199999999999999,0.021,0.114,0.016,0.042,0.08,-0.018000000000000002,0.098,-0.065,0.013999999999999999,0.036000000000000004,17.0,3.0,11.0,6.0,12.0,11.0,14.0,15.0,9.0,8.0,11.0,11.0,21.0,23.0,15.0,6.0,23.0,17.0,12.0,15.0,14.0,1.0,8.0,13.0,0.8,5000,44.5,0.0196078431372549,2009
15,ATL,2008-01-01,47,35,0.573,2nd of 5,1.7,89.6,-2.1,109.3,1.0,107.6,-0.7,Lost E. Conf. Semis,M. Woodson,2.0,25.8,6-6,219.0,36.0,78.7,0.458,7.3,19.9,0.366,28.8,58.8,0.49,18.7,25.4,0.737,10.6,29.4,40.0,20.2,7.4,4.6,12.8,19.6,98.1,0.066,-0.006,-0.005,-0.006,-0.015,0.004,0.555,0.515,0.009,-0.09,-0.12,0.016,-0.106,-0.064,-0.035,-0.13699999999999998,-0.017,-0.052000000000000005,-0.081,0.005,-0.161,-0.14300000000000002,-0.038,-0.001,19.0,14.0,8.0,24.0,25.0,11.0,8.0,7.0,16.0,25.0,26.0,11.0,15.0,9.0,28.0,20.0,21.0,23.0,23.0,14.0,20.0,7.0,5.0,19.0,0.79,10000,36.5,0.0099009900990099,2008
16,ATL,2007-01-01,37,45,0.451,3rd of 5,-2.23,91.1,-1.3,106.9,-0.6,108.9,1.4,Lost E. Conf. 1st Rnd.,M. Woodson,1.0,24.2,6-7,220.0,36.3,79.9,0.454,4.7,13.1,0.356,31.6,66.8,0.473,21.0,27.2,0.772,12.3,29.9,42.2,22.0,7.3,5.5,14.9,20.4,98.2,0.004,0.004,0.019,0.051,0.027999999999999997,0.01,0.126,0.039,0.028,0.040999999999999995,0.026000000000000002,0.007,0.026000000000000002,0.011000000000000001,0.011,0.033,0.061,0.053,0.147,-0.015,0.004,-0.064,-0.151,0.049,29.0,4.0,8.0,22.0,21.0,16.0,27.0,28.0,18.0,8.0,6.0,21.0,5.0,7.0,7.0,7.0,21.0,11.0,12.0,14.0,4.0,24.0,11.0,15.0,0.76,12500,38.5,0.0079365079365079,2007
17,ATL,2006-01-01,30,52,0.366,5th of 5,-4.86,90.0,-1.9,103.0,-3.5,108.3,1.8,Missed Playoffs,M. Woodson,0.0,24.1,6-7,216.0,34.5,77.7,0.444,4.2,12.7,0.329,30.4,65.0,0.467,20.5,26.9,0.761,11.9,28.2,40.1,19.2,7.4,5.4,15.9,24.0,93.7,0.062000000000000006,-0.006,-0.023,-0.039,-0.019,-0.009,-0.196,-0.10099999999999999,-0.039,-0.013000000000000001,-0.001,-0.005,0.013000000000000001,-0.002,0.011,-0.087,0.036000000000000004,-0.004,-0.032,0.037000000000000005,0.132,0.017,-0.040999999999999995,-0.037000000000000005,29.0,7.0,18.0,30.0,25.0,28.0,28.0,27.0,30.0,19.0,9.0,26.0,9.0,10.0,14.0,9.0,28.0,22.0,26.0,9.0,5.0,22.0,27.0,30.0,0.72,20000,28.0,0.0049751243781094,2006
18,ATL,2005-01-01,26,56,0.317,5th of 5,-4.69,90.4,-0.1,106.4,0.2,111.6,5.4,Missed Playoffs,M. Woodson,0.0,22.7,6-7,221.0,35.9,79.2,0.454,5.2,14.1,0.367,30.8,65.1,0.472,20.2,26.9,0.75,13.0,27.2,40.3,19.8,7.2,4.8,15.7,25.0,97.2,-0.127,0.005,0.005,0.001,-0.026000000000000002,0.013,0.395,0.18600000000000003,0.055,-0.044000000000000004,-0.063,0.009,0.16899999999999998,0.107,0.04,-0.027999999999999997,-0.044000000000000004,-0.039,0.006999999999999999,-0.067,0.145,-0.027000000000000003,0.022000000000000002,0.048,30.0,2.0,8.0,18.0,14.0,17.0,20.0,20.0,11.0,11.0,8.0,20.0,13.0,10.0,14.0,2.0,29.0,20.0,20.0,15.0,15.0,27.0,29.0,16.0,0.5,30000,21.5,0.0033222591362126,2005
19,ATL,2004-01-01,13,69,0.159,5th of 5,-9.62,91.4,0.5,100.6,-5.5,111.1,5.0,Missed Playoffs,M. Woodson,0.0,26.0,6-7,220.0,35.9,81.4,0.441,3.7,11.9,0.312,32.2,69.5,0.463,17.3,24.3,0.711,13.4,28.5,41.9,19.7,7.7,4.2,16.1,24.5,92.7,-0.008,0.004,0.027999999999999997,0.04,0.022000000000000002,0.008,-0.27399999999999997,-0.22100000000000003,-0.023,0.095,0.079,0.006,-0.076,0.009000000000000001,-0.066,0.10400000000000001,-0.069,-0.019,-0.021,0.003,-0.157,-0.023,0.1,-0.001,22.0,7.0,9.0,17.0,10.0,21.0,27.0,23.0,30.0,9.0,4.0,23.0,27.0,25.0,28.0,3.0,25.0,17.0,25.0,13.0,21.0,28.0,28.0,28.0,0.11,17500,27.5,0.0056818181818181,2004
20,ATL,2003-01-01,28,54,0.341,7th of 8,-5.0,90.8,0.7,101.0,-1.9,106.1,3.2,Missed Playoffs,T. Stotts,0.0,26.2,6-6,214.0,34.5,79.6,0.433,5.1,15.2,0.335,29.4,64.4,0.456,18.7,24.1,0.776,12.1,30.6,42.7,20.1,7.6,5.0,16.5,22.3,92.8,-0.037000000000000005,0.005,-0.005,-0.01,0.015,-0.011,0.042,0.095,-0.017,-0.019,-0.002,-0.008,-0.038,-0.017,-0.016,0.063,-0.02,0.002,-0.018000000000000002,0.026000000000000002,-0.13699999999999998,-0.012,0.024,-0.013000000000000001,20.0,20.0,24.0,17.0,16.0,20.0,15.0,14.0,23.0,19.0,18.0,18.0,12.0,17.0,6.0,16.0,10.0,12.0,22.0,17.0,12.0,26.0,23.0,15.0,0.52,6000,33.0,0.0163934426229508,2003
21,ATL,2002-01-01,35,47,0.427,5th of 8,-3.87,91.0,0.0,102.3,-1.3,106.1,2.5,Missed Playoffs,L. Kruger,0.0,27.2,6-6,215.0,34.9,78.5,0.444,4.9,13.9,0.352,30.0,64.5,0.464,19.4,24.5,0.793,11.4,31.2,42.6,20.5,7.5,5.8,16.7,21.7,94.1,0.057999999999999996,-0.006,0.024,-0.013999999999999999,-0.027000000000000003,0.005,-0.05,-0.044000000000000004,-0.002,-0.008,-0.023,0.007,0.073,0.036000000000000004,0.027,-0.019,0.046,0.027999999999999997,0.013999999999999999,-0.084,0.35100000000000003,0.07200000000000001,0.048,0.0,16.0,26.0,22.0,20.0,25.0,12.0,16.0,18.0,13.0,20.0,22.0,11.0,9.0,15.0,3.0,22.0,5.0,11.0,20.0,20.0,6.0,25.0,15.0,18.0,0.74,7000,42.0,0.0140845070422535,2002
22,ATL,2001-01-01,33,49,0.402,6th of 8,-4.41,91.9,1.2,101.8,-2.7,106.4,1.9,Missed Playoffs,L. Kruger,0.0,25.7,6-7,210.0,35.4,80.6,0.439,5.2,14.6,0.354,30.2,66.0,0.458,18.1,23.7,0.765,11.6,29.8,41.5,20.2,8.1,4.3,15.5,20.8,94.0,-0.015,0.001,-0.005,0.009000000000000001,-0.009000000000000001,0.008,0.27,0.28,-0.003,-0.026000000000000002,-0.055999999999999994,0.014,0.08199999999999999,0.07200000000000001,0.006,-0.071,-0.018000000000000002,-0.034,0.062000000000000006,0.052000000000000005,-0.096,-0.068,-0.086,0.034,25.0,12.0,27.0,19.0,17.0,20.0,13.0,14.0,14.0,22.0,17.0,18.0,13.0,15.0,9.0,19.0,17.0,22.0,26.0,10.0,27.0,26.0,10.0,19.0,0.61,10000,36.5,0.0099009900990099,2001
23,ATL,2000-01-01,25,57,0.305,7th of 8,-5.55,91.9,0.6,98.7,-4.3,104.3,1.3,Missed Playoffs,L. Kruger,0.0,26.1,6-6,211.0,35.1,81.3,0.431,4.1,11.4,0.357,31.0,69.9,0.443,16.8,22.1,0.759,12.5,30.4,42.9,19.0,7.7,4.7,16.7,22.7,91.0,-0.054000000000000006,-0.005,-0.037000000000000005,-0.040999999999999995,-0.02,-0.009,0.29100000000000004,0.146,0.04,-0.073,-0.043,-0.014,-0.07,-0.08900000000000001,0.015,-0.10300000000000001,-0.031000000000000003,-0.053,0.006999999999999999,0.268,-0.161,0.081,0.084,-0.036000000000000004,25.0,8.0,24.0,20.0,12.0,22.0,20.0,24.0,11.0,16.0,6.0,25.0,27.0,27.0,13.0,9.0,16.0,12.0,28.0,16.0,21.0,28.0,14.0,26.0,0.64,15000,28.5,0.0066225165562913,2000
24,ATL,1999-01-01,28,54,0.341,7th of 8,-5.41,91.7,-1.4,102.0,-2.1,107.9,3.8,Missed Playoffs,L. Wilkens,0.0,27.6,6-7,219.0,36.6,83.0,0.441,3.1,9.9,0.317,33.4,73.1,0.458,18.0,24.2,0.743,14.0,31.3,45.3,18.9,6.1,5.6,15.4,21.0,94.3,-0.068,0.003,0.013999999999999999,0.189,0.10400000000000001,0.031,-0.201,-0.22899999999999998,0.011,0.24600000000000002,0.17300000000000001,0.027,-0.134,-0.14800000000000002,0.012,0.034,0.045,0.042,0.207,-0.11900000000000001,0.081,0.036000000000000004,0.061,0.09300000000000001,15.0,6.0,7.0,16.0,13.0,24.0,27.0,27.0,29.0,6.0,5.0,22.0,22.0,21.0,19.0,3.0,9.0,3.0,28.0,29.0,9.0,16.0,4.0,25.0,0.45,1500,46.5,0.0625,1999
25,ATL,1997-01-01,50,32,0.61,4th of 8,3.85,87.7,-2.6,108.2,3.2,104.3,-0.7,Lost E. Conf. 1st Rnd.,L. Wilkens,1.0,29.4,6-7,214.0,35.2,77.5,0.455,4.1,12.4,0.332,31.1,65.1,0.478,21.3,28.2,0.756,13.5,29.5,43.0,19.1,8.0,6.0,14.8,20.4,95.9,0.021,-0.001,-0.005,0.027000000000000003,0.006999999999999999,0.009,-0.489,-0.446,-0.028,0.184,0.193,-0.003,0.17300000000000001,0.184,-0.007,0.083,0.028999999999999998,0.045,0.008,-0.068,0.15,-0.011000000000000001,0.05,0.011000000000000001,8.0,4.0,13.0,19.0,23.0,11.0,13.0,13.0,21.0,19.0,21.0,12.0,4.0,5.0,7.0,9.0,10.0,6.0,26.0,17.0,4.0,9.0,4.0,15.0,0.86,1500,50.5,0.0625,1997
26,ATL,1996-01-01,56,26,0.683,2nd of 8,5.52,86.8,-3.3,108.5,1.8,102.3,-4.4,Lost E. Conf. Semis,L. Wilkens,2.0,28.8,6-7,215.0,34.3,76.9,0.446,8.0,22.4,0.359,26.3,54.5,0.481,18.2,23.8,0.763,12.5,28.7,41.1,19.0,8.5,5.2,15.0,19.4,94.8,0.025,0.015,0.039,-0.057999999999999996,-0.054000000000000006,-0.002,0.16399999999999998,0.15,0.004,-0.11,-0.11800000000000001,0.004,-0.021,-0.027999999999999997,0.006,-0.136,0.094,0.012,-0.032,-0.091,0.33899999999999997,0.0,-0.07200000000000001,-0.035,9.0,5.0,9.0,28.0,22.0,20.0,3.0,3.0,15.0,28.0,28.0,14.0,19.0,24.0,4.0,16.0,14.0,13.0,28.0,9.0,11.0,7.0,1.0,23.0,0.5,2000,49.0,0.0476190476190476,1996
27,ATL,1993-01-01,57,25,0.695,1st of 7,4.94,94.2,-0.9,107.2,0.9,101.7,-4.6,Lost E. Conf. Semis,L. Wilkens,2.0,28.7,6-7,209.0,39.6,85.8,0.461,3.3,10.1,0.323,36.3,75.7,0.48,19.0,25.2,0.752,15.2,29.5,44.8,25.1,11.2,5.5,15.3,19.8,101.4,0.059000000000000004,0.005,0.0,-0.043,-0.032,-0.005,-0.298,-0.22899999999999998,-0.032,-0.01,0.002,-0.006,-0.055999999999999994,-0.068,0.01,-0.031000000000000003,0.034,0.011000000000000001,-0.013000000000000001,0.135,0.615,-0.065,-0.10099999999999999,-0.055999999999999994,4.0,7.0,14.0,10.0,10.0,17.0,13.0,12.0,20.0,13.0,9.0,16.0,17.0,21.0,6.0,5.0,9.0,5.0,12.0,2.0,11.0,9.0,2.0,11.0,0.71,6500,45.0,0.0151515151515151,1993
28,BOS,2023-01-01,64,18,0.78,1st of 5,10.75,97.2,-1.3,123.2,7.9,111.6,-3.7,Won Finals,J. Mazzulla,5.0,28.2,6-7,216.0,43.9,90.2,0.487,16.5,42.5,0.388,27.4,47.7,0.575,16.3,20.2,0.807,10.7,35.6,46.3,26.9,6.8,6.6,11.9,16.2,120.6,0.028999999999999998,0.006,-0.027000000000000003,0.040999999999999995,0.016,0.011,0.027000000000000003,-0.003,0.011,0.049,0.034,0.008,-0.071,-0.065,-0.005,0.10099999999999999,0.001,0.022000000000000002,0.01,0.069,0.251,-0.106,-0.14,0.022000000000000002,6.0,6.0,16.0,4.0,8.0,8.0,1.0,1.0,2.0,27.0,30.0,2.0,19.0,26.0,7.0,14.0,1.0,2.0,14.0,27.0,1.0,1.0,2.0,2.0,0.69,450,54.5,0.1818181818181818,2023
29,BOS,2022-01-01,57,25,0.695,1st of 5,6.38,98.5,-0.6,118.0,3.2,111.5,-3.3,Lost E. Conf. Finals,J. Mazzulla,3.0,27.4,6-6,222.0,42.2,88.8,0.475,16.0,42.6,0.377,26.2,46.2,0.567,17.5,21.6,0.812,9.7,35.6,45.3,26.7,6.4,5.2,13.4,18.8,117.9,0.05,0.008,0.018000000000000002,0.036000000000000004,0.015,0.009,0.212,0.147,0.02,-0.049,-0.08199999999999999,0.019,0.027999999999999997,0.033,-0.004,-0.078,0.002,-0.016,0.07400000000000001,-0.11800000000000001,-0.1,-0.021,0.013999999999999999,0.055,10.0,12.0,5.0,13.0,15.0,14.0,2.0,2.0,6.0,29.0,29.0,5.0,24.0,28.0,4.0,20.0,3.0,7.0,7.0,27.0,6.0,7.0,7.0,4.0,0.85,500,54.5,0.1666666666666666,2022
